0.01 4.16667e-010
0.161414 2.82849e-005
0.312828 1.00893e-005
0.464242 4.86732e-005
0.615657 0.000149427
0.767071 0.000356673
0.918485 0.000724692
1.0699 0.00131599
1.22131 0.00219925
1.37273 0.00344713
1.52414 0.00513372
1.67556 0.00733205
1.82697 0.0101114
1.97838 0.0135348
2.1298 0.0176564
2.28121 0.022519
2.43263 0.0281521
2.58404 0.0345697
2.73545 0.041769
2.88687 0.049729
3.03828 0.0584096
3.1897 0.0677515
3.34111 0.0776759
3.49253 0.0880855
3.64394 0.0988651
3.79535 0.109883
3.94677 0.120994
4.09818 0.132039
4.2496 0.142852
4.40101 0.153259
4.55242 0.163082
4.70384 0.172144
4.85525 0.180273
5.00667 0.187302
5.15808 0.193075
5.30949 0.197451
5.46091 0.200307
5.61232 0.201538
5.76374 0.201063
5.91515 0.198827
6.06657 0.1948
6.21798 0.188983
6.36939 0.181404
6.52081 0.172119
6.67222 0.161217
6.82364 0.148811
6.97505 0.135042
7.12646 0.120078
7.27788 0.104105
7.42929 0.0873302
7.58071 0.0699771
7.73212 0.0522804
7.88354 0.034483
8.03495 0.0168319
8.18636 -0.000426612
8.33778 -0.0170508
8.48919 -0.0328083
8.64061 -0.0474798
8.79202 -0.0608633
8.94343 -0.0727779
9.09485 -0.0830667
9.24626 -0.0916001
9.39768 -0.0982777
9.54909 -0.103031
9.70051 -0.105823
9.85192 -0.106651
10.0033 -0.105545
10.1547 -0.102567
10.3062 -0.0978126
10.4576 -0.0914048
10.609 -0.0834948
10.7604 -0.0742581
10.9118 -0.0638913
11.0632 -0.0526083
11.2146 -0.0406364
11.3661 -0.0282118
11.5175 -0.0155755
11.6689 -0.00296849
11.8203 0.00937258
11.9717 0.0212198
12.1231 0.0323583
12.2745 0.0425898
12.426 0.0517368
12.5774 0.0596451
12.7288 0.0661868
12.8802 0.0712624
13.0316 0.0748022
13.183 0.0767676
13.3344 0.0771513
13.4859 0.0759767
13.6373 0.0732977
13.7887 0.0691969
13.9401 0.0637835
14.0915 0.057191
14.2429 0.0495741
14.3943 0.0411056
14.5458 0.0319723
14.6972 0.0223716
14.8486 0.0125068
15 0.00258368


0.01 -1.05001e+012
0.161414 -960041
0.312828 -35293.9
0.464242 -4945.06
0.615657 -1219.89
0.767071 -412.501
0.918485 -170.74
1.0699 -81.3985
1.22131 -43.0951
1.37273 -24.7478
1.52414 -15.1695
1.67556 -9.81265
1.82697 -6.64287
1.97838 -4.67688
2.1298 -3.40793
2.28121 -2.56033
2.43263 -1.97706
2.58404 -1.56499
2.73545 -1.26692
2.88687 -1.04663
3.03828 -0.880488
3.1897 -0.752734
3.34111 -0.65259
3.49253 -0.572538
3.64394 -0.507241
3.79535 -0.452843
3.94677 -0.406524
4.09818 -0.366196
4.2496 -0.330302
4.40101 -0.297676
4.55242 -0.267444
4.70384 -0.238959
4.85525 -0.211748
5.00667 -0.185475
5.15808 -0.159916
5.30949 -0.134935
5.46091 -0.11047
5.61232 -0.0865176
5.76374 -0.0631223
5.91515 -0.0403667
6.06657 -0.0183633
6.21798 0.00275365
6.36939 0.022835
6.52081 0.041723
6.67222 0.0592577
6.82364 0.0752821
6.97505 0.0896476
7.12646 0.102219
7.27788 0.112876
7.42929 0.121523
7.58071 0.128085
7.73212 0.132516
7.88354 0.134795
8.03495 0.134935
8.18636 0.132977
8.33778 0.128993
8.48919 0.123085
8.64061 0.115384
8.79202 0.106049
8.94343 0.09526
9.09485 0.0832228
9.24626 0.0701593
9.39768 0.0563066
9.54909 0.0419123
9.70051 0.0272305
9.85192 0.012517
10.0033 -0.00197481
10.1547 -0.0159985
10.3062 -0.0293189
10.4576 -0.0417165
10.609 -0.0529909
10.7604 -0.0629643
10.9118 -0.071485
11.0632 -0.0784296
11.2146 -0.083705
11.3661 -0.0872499
11.5175 -0.0890359
11.6689 -0.0890673
11.8203 -0.087381
11.9717 -0.0840453
12.1231 -0.0791584
12.2745 -0.0728463
12.426 -0.0652596
12.5774 -0.0565712
12.7288 -0.046972
12.8802 -0.0366673
13.0316 -0.0258726
13.183 -0.0148096
13.3344 -0.00370145
13.4859 0.00723152
13.6373 0.0177759
13.7887 0.0277296
13.9401 0.0369052
14.0915 0.045134
14.2429 0.0522687
14.3943 0.0581863
14.5458 0.06279
14.6972 0.066011
14.8486 0.0678095
15 0.0681747
